Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,JobRole,MonthlyIncome,TotalWorkingYears
35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,381,Female,Manager,11996,10
38,No,Travel_Rarely,322,Sales,7,2,Medical,1,382,Female,Sales Executive,5605,8
26,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,1,384,Female,Manufacturing Director,6397,6
50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,385,Male,Research Director,19144,28
53,No,Travel_Rarely,1070,Research & Development,3,4,Medical,1,386,Male,Research Director,17584,21
42,No,Travel_Rarely,635,Sales,1,1,Life Sciences,1,387,Male,Sales Executive,4907,20
29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,1,388,Male,Sales Executive,4554,10
55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,1,389,Male,Laboratory Technician,5415,12
26,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,390,Male,Healthcare Representative,4741,5
37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391,Female,Research Scientist,2115,17
44,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,392,Male,Laboratory Technician,3161,19
38,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,393,Male,Healthcare Representative,5745,10
26,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,1,394,Male,Laboratory Technician,2373,5
28,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,395,Female,Research Scientist,3310,5
49,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,396,Female,Research Director,18665,22
36,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,Male,Research Scientist,4485,10
31,No,Travel_Frequently,444,Sales,5,3,Marketing,1,399,Female,Sales Representative,2789,2
26,Yes,Travel_Rarely,950,Sales,4,4,Marketing,1,401,Male,Sales Executive,5828,8
37,No,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,Male,Research Scientist,2326,4
42,No,Travel_Frequently,555,Sales,26,3,Marketing,1,404,Female,Sales Executive,13525,23
18,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,Male,Laboratory Technician,1420,0
35,No,Travel_Rarely,1232,Sales,16,3,Marketing,1,406,Male,Sales Executive,8020,12
36,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,407,Male,Laboratory Technician,3688,4
51,No,Travel_Rarely,1302,Research & Development,2,3,Medical,1,408,Male,Manufacturing Director,5482,13
41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,1,410,Male,Manager,16015,22
18,No,Travel_Rarely,812,Sales,10,3,Medical,1,411,Female,Sales Representative,1200,0
28,No,Travel_Rarely,1476,Research & Development,16,2,Medical,1,412,Male,Healthcare Representative,5661,9
31,No,Travel_Rarely,218,Sales,7,3,Technical Degree,1,416,Male,Sales Executive,6929,10
39,No,Travel_Rarely,1132,Research & Development,1,3,Medical,1,417,Male,Healthcare Representative,9613,19
36,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,419,Female,Laboratory Technician,5674,11
32,No,Travel_Rarely,906,Sales,7,3,Life Sciences,1,420,Male,Sales Executive,5484,13
38,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,421,Female,Research Director,12061,19
58,No,Non-Travel,390,Research & Development,1,4,Life Sciences,1,422,Male,Healthcare Representative,5660,12
31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,423,Male,Research Scientist,4821,6
31,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,424,Male,Human Resources,6410,9
45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,425,Male,Laboratory Technician,5210,24
31,No,Travel_Rarely,192,Research & Development,2,4,Life Sciences,1,426,Male,Research Scientist,2695,3
33,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,1,428,Female,Manager,11878,12
39,No,Travel_Rarely,117,Research & Development,10,1,Medical,1,429,Male,Manager,17068,21
43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,430,Female,Laboratory Technician,2455,9
49,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,431,Female,Healthcare Representative,13964,25
52,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,1,433,Male,Research Scientist,4941,11
27,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,1,434,Female,Research Scientist,2478,4
32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,1,436,Female,Sales Executive,5228,13
27,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,437,Male,Sales Executive,4478,5
31,No,Travel_Rarely,691,Sales,7,3,Marketing,1,438,Male,Sales Executive,7547,13
32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,439,Female,Research Scientist,5055,10
28,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,440,Male,Research Scientist,3464,5
30,No,Travel_Rarely,1275,Research & Development,28,2,Medical,1,441,Female,Research Scientist,5775,11
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,442,Female,Manufacturing Director,8943,10
39,No,Travel_Frequently,672,Research & Development,7,2,Medical,1,444,Male,Manager,19272,21
39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,1,445,Female,Sales Executive,5238,12
33,No,Travel_Frequently,508,Sales,10,3,Marketing,1,446,Male,Sales Executive,4682,9
47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,Male,Research Director,18300,21
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,448,Female,Laboratory Technician,5257,9
27,No,Non-Travel,210,Sales,1,1,Marketing,1,449,Male,Sales Executive,6349,6
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,450,Female,Research Scientist,4869,20
43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,451,Female,Healthcare Representative,9985,10
45,No,Travel_Rarely,549,Research & Development,8,4,Other,1,452,Male,Research Scientist,3697,12
40,No,Travel_Rarely,1124,Sales,1,2,Medical,1,453,Male,Sales Executive,7457,6
29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,1,454,Male,Laboratory Technician,2119,7
29,No,Travel_Rarely,738,Research & Development,9,5,Other,1,455,Male,Laboratory Technician,3983,4
30,No,Travel_Rarely,570,Sales,5,3,Marketing,1,456,Female,Sales Executive,6118,10
27,No,Travel_Rarely,1130,Sales,8,4,Marketing,1,458,Female,Sales Executive,6214,8
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,Male,Manufacturing Director,6347,8
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,Male,Research Director,11510,12
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,1,462,Female,Manufacturing Director,7143,11
29,No,Travel_Rarely,144,Sales,10,1,Marketing,1,463,Female,Sales Executive,8268,7
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,464,Male,Manufacturing Director,8095,17
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,465,Male,Research Scientist,2904,4
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,1,466,Male,Manufacturing Director,6032,8
47,No,Travel_Frequently,1309,Sales,4,1,Medical,1,467,Male,Sales Representative,2976,5
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,468,Female,Research Director,15992,16
29,No,Non-Travel,746,Sales,2,3,Life Sciences,1,469,Male,Sales Executive,4649,4
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,470,Male,Human Resources,2696,4
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,1,471,Female,Laboratory Technician,2370,8
48,No,Travel_Rarely,530,Sales,29,1,Medical,1,473,Female,Manager,12504,15
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,Male,Research Scientist,5974,13
30,No,Non-Travel,641,Sales,25,2,Technical Degree,1,475,Female,Sales Executive,4736,4
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476,Male,Sales Executive,5296,8
42,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,477,Male,Healthcare Representative,6781,14
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,478,Female,Sales Representative,2174,3
36,No,Non-Travel,845,Sales,1,5,Medical,1,479,Female,Sales Executive,6653,7
36,No,Travel_Frequently,541,Sales,3,4,Medical,1,481,Male,Sales Executive,9699,16
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,1,482,Male,Healthcare Representative,6755,15
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,Female,Laboratory Technician,2213,10
21,No,Non-Travel,895,Sales,9,2,Medical,1,484,Male,Sales Representative,2610,3
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,485,Female,Sales Representative,2851,1
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,Female,Laboratory Technician,3452,17
46,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,Female,Manufacturing Director,5258,7
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488,Male,Sales Executive,9355,8
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,Male,Healthcare Representative,10496,20
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,1,492,Male,Sales Executive,6380,8
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,Male,Research Scientist,2657,3
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494,Female,Sales Representative,2716,1
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,Male,Research Scientist,2201,6
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496,Male,Healthcare Representative,6540,10
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,Male,Laboratory Technician,3816,5
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,Male,Sales Executive,5253,7
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,Male,Healthcare Representative,10965,26
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,Female,Sales Executive,4936,18
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,Female,Research Scientist,2543,6
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,502,Male,Sales Executive,5304,9
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,Female,Manager,16659,30
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,Female,Sales Executive,4260,5
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,Male,Sales Representative,2476,1
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,Male,Research Scientist,3102,7
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,Female,Research Scientist,2244,2
36,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,Male,Sales Executive,7596,10
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,Male,Research Scientist,2285,3
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,Female,Laboratory Technician,3034,18
40,No,Travel_Rarely,759,Sales,2,2,Marketing,1,516,Female,Sales Executive,5715,8
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,Female,Laboratory Technician,2576,8
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,Male,Manufacturing Director,4197,18
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,Male,Research Director,14336,25
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,Female,Laboratory Technician,3448,20
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,Male,Research Director,19406,24
34,No,Non-Travel,1381,Sales,4,4,Marketing,1,523,Female,Sales Executive,6538,6
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,Female,Manufacturing Director,4306,13
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,Male,Laboratory Technician,2258,8
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,Female,Healthcare Representative,4522,8
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,Female,Sales Executive,4487,5
37,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,Female,Research Scientist,4449,15
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,Male,Laboratory Technician,2218,4
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,Male,Manager,19197,21
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,Female,Sales Executive,13212,36
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,Female,Sales Executive,6577,6
41,No,Travel_Rarely,645,Sales,1,3,Marketing,1,534,Male,Sales Executive,8392,10
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,Male,Laboratory Technician,4558,10
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,Male,Laboratory Technician,4031,6
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,Male,Manufacturing Director,7969,28
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,Male,Research Scientist,2654,8
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,Female,Manager,16555,31
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,Female,Research Scientist,4556,19
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,Female,Manufacturing Director,6091,11
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,Female,Manager,19566,33
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,Female,Manufacturing Director,4810,19
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,Female,Healthcare Representative,4523,7
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,Female,Sales Representative,3202,6
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555,Female,Sales Representative,2351,3
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,Male,Laboratory Technician,1702,1
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,Female,Manager,18041,21
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,Female,Research Scientist,2886,3
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,Male,Laboratory Technician,2097,9
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,Male,Research Director,11935,10
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,Female,Research Scientist,2546,6
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,Male,Human Resources,2564,1
30,No,Non-Travel,1398,Sales,22,4,Other,1,567,Female,Sales Executive,8412,10
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,568,Male,Manager,14118,32
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,Male,Manager,17046,28
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,Female,Laboratory Technician,2564,12
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,Female,Sales Executive,10266,22
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,Female,Manufacturing Director,5070,20
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,Male,Research Director,17861,26
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,Male,Laboratory Technician,4230,6
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,Female,Laboratory Technician,3780,19
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,Male,Research Scientist,2768,14
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,Female,Sales Executive,9071,15
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,Male,Manufacturing Director,10648,13
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,Male,Manager,13610,15
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,Male,Laboratory Technician,3408,8
30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,Male,Sales Representative,2983,4
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,Male,Healthcare Representative,7632,10
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,Male,Healthcare Representative,9824,12
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,Female,Human Resources,9950,11
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,Male,Laboratory Technician,2093,8
36,No,Non-Travel,635,Sales,10,4,Medical,1,592,Male,Sales Executive,9980,10
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,Male,Laboratory Technician,3894,4
48,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595,Female,Sales Executive,4051,14
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,Female,Manager,16835,37
41,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599,Male,Sales Executive,6230,16
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600,Male,Sales Executive,4717,15
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,Female,Manufacturing Director,13237,22
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,Female,Laboratory Technician,3755,8
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,Male,Sales Executive,6582,10
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,Male,Manufacturing Director,7406,10
45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,Male,Sales Executive,4805,9
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,Female,Human Resources,2741,8
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,Male,Manufacturing Director,4262,8
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,Female,Research Director,16184,10
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,Male,Manager,11557,10
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,Male,Sales Representative,1878,0
40,No,Non-Travel,1094,Sales,28,3,Other,1,615,Male,Sales Executive,10932,20
41,No,Non-Travel,509,Research & Development,2,4,Other,1,616,Female,Healthcare Representative,6811,10
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,618,Male,Sales Executive,4306,8
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,Female,Sales Executive,4859,5
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,Male,Sales Executive,5337,10
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,Male,Laboratory Technician,2340,1
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,Female,Manufacturing Director,7491,12
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,Female,Healthcare Representative,10527,28
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,Female,Manager,16595,22
37,No,Non-Travel,142,Sales,9,4,Medical,1,626,Male,Sales Executive,8834,9
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,Male,Research Scientist,5577,18
32,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,Male,Sales Executive,4707,6
24,No,Travel_Frequently,535,Sales,24,3,Medical,1,632,Male,Sales Representative,2400,3
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,Female,Healthcare Representative,9824,18
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,Female,Manufacturing Director,6447,8
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,Male,Research Director,19502,31
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,Male,Research Scientist,2725,6
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,Male,Sales Executive,6272,6
24,No,Travel_Rarely,823,Research & Development,17,2,Other,1,643,Male,Laboratory Technician,2127,1
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,Male,Manager,18200,32
25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,Male,Sales Representative,2096,7
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,Female,Laboratory Technician,2886,6
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,Male,Sales Representative,2033,1
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,Male,Research Scientist,3622,6
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,Male,Sales Executive,4233,9
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,Male,Laboratory Technician,3681,9
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,Male,Sales Executive,5460,13
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,Female,Research Scientist,2187,6
37,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,Male,Sales Executive,9602,17
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,Female,Research Scientist,2836,1
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,Female,Healthcare Representative,4089,10
43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,Male,Research Director,16627,21
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,Female,Research Scientist,2619,8
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,Male,Laboratory Technician,5679,10
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,Female,Manager,15402,21
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,Female,Human Resources,5985,10
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,Female,Sales Representative,2579,8
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,Male,Sales Representative,3041,5
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,Male,Sales Representative,3447,3
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,Male,Manager,19513,26
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,Male,Research Scientist,2773,3
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,Male,Sales Executive,7104,6
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,Female,Research Scientist,6322,6
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,Female,Research Scientist,2083,1
53,No,Travel_Rarely,238,Sales,1,1,Medical,1,682,Female,Sales Executive,8381,18
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,Male,Research Scientist,2691,10
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,Female,Sales Executive,4286,5
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,Female,Laboratory Technician,2659,3
37,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,Male,Manufacturing Director,9434,10
29,No,Travel_Rarely,1176,Sales,3,2,Medical,1,690,Female,Sales Executive,5561,6
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,Male,Research Scientist,6646,17
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,Male,Healthcare Representative,7725,15
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,Male,Human Resources,10725,16
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,Male,Manufacturing Director,8847,13
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,Male,Research Scientist,2045,5
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,Male,Research Scientist,1009,1
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,Male,Research Scientist,3348,10
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,Male,Laboratory Technician,1281,1
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,Male,Research Scientist,2819,5
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,Male,Sales Executive,4851,4
38,No,Travel_Rarely,243,Sales,7,4,Marketing,1,709,Female,Sales Executive,4028,8
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,Male,Research Scientist,2720,10
48,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712,Male,Sales Executive,8120,12
27,No,Travel_Frequently,1410,Sales,3,1,Medical,1,714,Female,Sales Executive,4647,6
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,Male,Research Scientist,4680,4
50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,Male,Laboratory Technician,3221,20
34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,Female,Healthcare Representative,8621,9
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,Female,Sales Executive,4577,4
39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,Female,Healthcare Representative,4553,20
32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722,Male,Sales Executive,5396,10
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,Male,Sales Executive,6796,18
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,Female,Healthcare Representative,7625,10
27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,Female,Manufacturing Director,7412,9
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,Female,Research Director,11159,10
47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,Male,Sales Executive,4960,20
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,1,729,Male,Sales Executive,10475,20
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,Male,Research Director,14814,32
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,Male,Manager,19141,23
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,Male,Sales Executive,5405,10
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,Male,Manufacturing Director,8793,9
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,Male,Manager,19189,22
50,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738,Male,Sales Representative,3875,4
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,Female,Research Scientist,2216,10
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,Female,Research Director,11713,10
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743,Female,Manufacturing Director,7861,10
44,No,Non-Travel,381,Research & Development,24,3,Medical,1,744,Male,Laboratory Technician,3708,9
47,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,Female,Sales Executive,13770,28
30,No,Travel_Rarely,501,Sales,27,5,Marketing,1,747,Male,Sales Executive,5304,10
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,Male,Sales Representative,2642,1
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,Male,Research Scientist,2759,7
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,Male,Sales Executive,6804,7
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,Female,Healthcare Representative,6142,10
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,Male,Laboratory Technician,2500,5
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,Female,Human Resources,6389,12
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,1,762,Male,Healthcare Representative,11103,30
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,1,763,Female,Research Scientist,2342,5
27,No,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,Female,Healthcare Representative,6811,9
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,Male,Sales Representative,2297,2
